Date,DWPC,HCLD,LCLD,MCLD,PRCP,PRES,TMPC,UWND,VWND,WSPD
8/8/2010,14.15,0,0,0,0,985.9,19.74,0.3,2.7,2.716615541
8/8/2010,13.01,0,0,0,0,985.5,18.54,0.4,2.6,2.630589288
8/8/2010,13.15,0,0,0,0,986.6,18.84,0.4,2.8,2.828427125
8/8/2010,16,0,0,0,0,986.6,26.54,0.9,3.4,3.517101079
8/8/2010,16.59,62,0,0,0,985.8,31.84,2.3,3,3.780211634
8/8/2010,16.84,92,0,0,0,984.2,32.84,2.3,2.4,3.324154028
8/9/2010,20.07,96,0,0,0,984,28.04,1.2,1.5,1.920937271
8/9/2010,15.93,18,0,0,0,985,23.44,0.6,2.3,2.376972865
8/9/2010,14.76,18,0,0,0,985.5,22.24,0.8,2.3,2.435159132
8/9/2010,14.82,66,0,0,0,985,21.94,0,2.8,2.8
8/9/2010,13.89,89,0,0,0,985.5,20.74,0.5,2.2,2.256102835
8/9/2010,14.86,95,0,0,0,985.4,21.74,-0.1,2.9,2.901723626
8/9/2010,18.74,99,0,0,0,987.2,27.94,1.2,1.9,2.247220505
8/9/2010,21.11,99,0,0,0,986.3,33.34,1,2.1,2.32594067
8/9/2010,20.25,96,0,0,0,984.4,34.74,1,2.5,2.692582404
8/10/2010,26.68,98,0,0,0,985.2,31.74,0.4,0.6,0.721110255
8/10/2010,18.88,91,0,0,0,985.9,25.04,-0.8,1.5,1.7
8/10/2010,18.56,71,0,0,0,985.7,25.54,-0.6,2,2.088061302
8/10/2010,18.62,85,0,26,0,985.4,26.74,0.4,2.3,2.334523506
8/10/2010,17.97,58,0,3,0,985.4,24.84,0.8,2.3,2.435159132
8/10/2010,23.2,76,0,1,3.47,986.6,25.24,0.1,0.2,0.223606798
8/10/2010,22.66,98,0,0,1.36,987.5,29.94,-0.6,1.4,1.523154621
8/10/2010,22.24,58,0,0,0,986.4,35.84,0.5,2.7,2.745906044
8/10/2010,21.78,25,0,0,0,984.7,37.14,1.9,1.1,2.19544984
8/11/2010,26.08,55,0,0,1.35,984.9,29.64,0.4,-2.6,2.630589288
8/11/2010,24.18,89,0,0,0.58,985.6,26.14,-1.6,-1.2,2
8/11/2010,23.38,99,0,0,2.65,985.7,25.34,-1.6,-1.3,2.061552813
8/11/2010,23.62,83,0,0,0,985.5,25.04,-1.6,1.3,2.061552813
8/11/2010,22.59,80,0,0,0,985.1,24.14,0.4,1.9,1.941648784
8/11/2010,22.63,34,0,0,0,985.5,24.34,1.6,0.8,1.788854382
8/11/2010,23.8,4,0,4,0,985.4,31.44,0.9,1.3,1.58113883
8/11/2010,21.82,0,0,0,2.18,985.1,34.94,2.4,-0.2,2.408318916
8/11/2010,21.14,0,0,0,0,983,36.04,2.6,-0.1,2.601922366
8/12/2010,23.9,0,0,0,0,982.5,31.74,1.9,-0.2,1.910497317
8/12/2010,21.42,0,0,0,0,983,26.14,1.6,-0.1,1.603121954
8/12/2010,21.42,0,0,0,0,982.6,23.24,0.5,-1.6,1.676305461
8/12/2010,21.06,0,0,0,0,982.4,25.84,1.7,0.5,1.772004515
8/12/2010,20.44,1,0,0,0.01,983.3,21.64,-1.2,-0.4,1.264911064
8/12/2010,22.06,9,0,0,0,983.1,23.64,-0.9,-0.2,0.921954446
8/12/2010,23.73,0,0,0,0,983.7,31.04,-0.4,0.8,0.894427191
8/12/2010,22.72,0,0,0,0,983.1,35.94,0.9,-0.2,0.921954446
8/12/2010,19.3,0,0,0,0,981.3,35.54,0.9,-1.5,1.749285568
8/13/2010,21.78,0,0,0,0,980.9,30.24,-0.8,-2.1,2.247220505
8/13/2010,20.2,0,0,0,0,982.2,25.14,-2.3,-1.1,2.549509757
8/13/2010,20.51,0,0,0,0,982.4,23.34,-2.6,0.4,2.630589288
8/13/2010,20.48,0,0,0,0,982,22.84,-2.9,-0.1,2.901723626
8/13/2010,19.92,0,0,0,0,983,20.74,-1.6,1.6,2.2627417
8/13/2010,19.81,2,0,0,0,983.1,21.44,-1.7,0.6,1.802775638
8/13/2010,21.33,0,0,0,0,983.3,28.84,-2,1.7,2.62488095
8/13/2010,20.18,0,0,0,0,982.3,34.34,-1.5,2.5,2.915475947
8/13/2010,18.04,0,0,0,0,980.2,35.74,-0.3,2.3,2.319482701
8/14/2010,21.21,0,0,0,0,979.7,30.74,-0.8,1.7,1.878829423
8/14/2010,18.35,0,0,0,0,981.6,27.04,-0.6,2.3,2.376972865
8/14/2010,19.12,0,0,0,0,980.6,26.84,-0.9,2.6,2.751363298
8/14/2010,16.84,1,0,0,0,981.2,24.84,0.5,2.9,2.942787794
8/14/2010,19.94,68,0,5,1.02,983.5,20.74,1.4,-1.4,1.979898987
8/14/2010,20.38,100,0,1,0.03,981.9,21.54,-1.4,2.6,2.952964612
8/14/2010,23.3,99,0,3,1.29,982.8,25.44,-1.2,2.6,2.863564213
8/14/2010,20.86,57,0,1,0,982.6,34.44,1,3.3,3.44818793
8/14/2010,19.97,57,0,0,0,981.2,35.94,1.2,3.8,3.984971769
8/15/2010,23.32,1,0,0,0,981.3,31.34,1.2,1.2,1.697056275
8/15/2010,20.8,0,1,0,0,981.9,25.34,1.4,0.7,1.565247584
8/15/2010,20.82,0,0,0,0,984.2,22.74,1.6,-1.1,1.941648784
8/15/2010,20.31,34,1,0,2.79,983,21.74,0.2,0.6,0.632455532
8/15/2010,19.12,0,0,0,1.08,985.2,20.04,0.7,0.6,0.921954446
8/15/2010,21.5,0,0,0,0.01,985.4,22.84,1.9,-0.8,2.061552813
8/15/2010,22.41,4,0,0,0,986.4,28.94,2.3,-2.4,3.324154028
8/15/2010,19.04,0,0,0,0,986.4,32.44,2.5,-2.9,3.828837944
8/15/2010,17.47,0,0,0,0,985.7,32.54,3.2,-3.3,4.596737974
8/16/2010,17.7,20,0,0,0,986.8,26.64,2,-2.8,3.440930107
8/16/2010,15.89,0,0,0,0,988.1,20.54,1.1,-2.8,3.008321791
8/16/2010,15.89,2,0,0,0,989.1,18.44,0.5,-2.9,2.942787794
8/16/2010,14.13,0,0,0,0,989.6,17.54,1.3,-2.9,3.178049716
8/16/2010,12.29,0,0,0,0,989.6,15.34,0.8,-2.7,2.816025568
8/16/2010,11.88,0,0,0,0,991.3,15.94,1.1,-2.4,2.640075756
8/16/2010,13.79,0,0,0,0,992.2,24.94,1,-2.5,2.692582404
8/16/2010,10.37,0,0,0,0,991.5,28.54,1.1,-2.6,2.823118843
8/16/2010,10.96,0,0,0,0,989.9,29.04,1.3,-2.2,2.555386468
8/17/2010,15.46,0,0,0,0,989.9,23.24,1.1,-1.2,1.62788206
8/17/2010,11.8,5,0,0,0,991,14.14,1,-0.2,1.019803903
8/17/2010,12.53,14,0,0,0,991.3,15.24,1,-1.8,2.059126028
8/17/2010,13.16,77,0,0,0,991,15.24,1.3,0,1.3
8/17/2010,12.35,63,0,0,0,991.3,13.84,-0.7,-1.4,1.565247584
8/17/2010,12.92,77,0,0,0,991.8,16.14,-1.5,-0.5,1.58113883
8/17/2010,13.67,34,0,0,0,992.4,25.14,-1.6,0.8,1.788854382
8/17/2010,12.43,22,0,8,0,992.3,29.94,-1.4,0.8,1.61245155
8/17/2010,13,92,0,9,0,990.1,29.44,-1.4,-0.7,1.565247584
8/18/2010,14.78,100,0,77,0.01,990.3,23.94,-1,-2.5,2.692582404
8/18/2010,16.77,99,0,96,0.3,991,19.84,-2.9,-2.3,3.701351105
8/18/2010,16.56,63,0,85,0,991,17.24,-2.7,-1.7,3.190611227
8/18/2010,16.48,97,0,90,0,990.9,20.14,-2.7,-2,3.360059523
8/18/2010,15.99,0,0,66,0,990.1,16.64,-2.3,-1.4,2.692582404
8/18/2010,15.62,0,0,0,0,990.5,16.14,-2.2,-1.6,2.720294102
8/18/2010,16.49,0,0,57,0,990.4,21.84,-2,-0.7,2.11896201
8/18/2010,15.59,0,0,29,0,989.2,29.64,-1.5,0.4,1.55241747
8/18/2010,15.41,0,0,0,0,987.1,31.34,-0.7,-0.2,0.728010989
8/19/2010,17.43,0,0,0,0,986.5,25.34,-0.7,-1.4,1.565247584
8/19/2010,15.2,0,0,0,0,987.2,20.24,-2,-1.4,2.441311123
8/19/2010,15.76,0,0,0,0,986.6,17.14,-1.9,-0.1,1.902629759
8/19/2010,13.26,0,0,0,0,985.8,16.34,-1.4,1,1.720465053
8/19/2010,8.23,0,0,0,0,985.6,16.14,-1,1.7,1.972308292
8/19/2010,9.96,0,0,0,0,986.1,17.14,0,1.8,1.8
8/19/2010,14.01,0,0,0,0,986.6,27.24,0.5,1,1.118033989
8/19/2010,14.64,0,0,0,0,985.9,32.94,0.9,1.4,1.664331698
8/19/2010,15.3,0,0,0,0,983.7,33.64,1.3,1.9,2.302172887
8/20/2010,19.43,0,0,0,0,983.5,27.44,1.4,0.4,1.456021978
8/20/2010,17.74,67,0,0,0,984.1,20.54,0.4,1.2,1.264911064
8/20/2010,15.47,67,0,0,0,984.5,22.74,-0.8,2.8,2.912043956
8/20/2010,15.56,97,0,0,0,984.8,20.74,-1.2,1,1.562049935
8/20/2010,14.04,64,0,0,0,984.3,21.84,-0.9,3,3.132091953
8/20/2010,13.52,82,0,0,0,984.9,21.34,-0.9,2.9,3.03644529
8/20/2010,15.45,19,0,0,0,985.3,28.74,-0.5,3.5,3.535533906
8/20/2010,16.09,69,0,0,0,984,34.04,0,4,4
8/20/2010,13.95,45,0,0,0,981.6,34.94,0.1,4,4.001249805
8/21/2010,14.57,91,0,0,0,981.6,29.04,-0.2,2.9,2.906888371
8/21/2010,11.01,97,1,0,0,982.4,25.54,-0.7,3.2,3.275667871
8/21/2010,11.69,95,35,34,0.02,982.1,24.74,1.8,2.7,3.244996148
8/21/2010,11.53,100,0,0,0,981.6,23.44,-0.4,3.6,3.622154055
8/21/2010,17.04,99,2,63,5.66,981.1,17.84,-0.9,3.5,3.6138622
8/21/2010,17.8,99,54,75,2.75,979.9,18.44,-0.7,4.8,4.850773134
8/21/2010,22.75,73,24,6,0.08,980.8,25.04,3.5,3.6,5.020956084
8/21/2010,21.84,1,72,0,0.12,981.7,30.64,4.3,-0.9,4.393176527
8/21/2010,19.29,0,0,0,0,981.6,32.24,2,-4.4,4.833218389
8/22/2010,20.54,0,0,0,0,983,27.74,0.3,-2.7,2.716615541
8/22/2010,20.54,0,0,0,0,985,23.04,-1,-2.2,2.416609195
8/22/2010,19.88,0,0,0,0,986.2,20.64,-1.5,-2.4,2.83019434
8/22/2010,20.52,0,0,0,0,986.4,21.14,-0.3,-2.3,2.319482701
8/22/2010,19.78,0,0,0,0,987.1,20.24,-1,-2.2,2.416609195
8/22/2010,19.64,0,2,0,0,989.2,20.04,-1.3,-2.2,2.555386468
8/22/2010,18.03,0,8,0,0,990.4,25.34,-1.4,-3.2,3.492849839
8/22/2010,15.46,0,0,0,0,990.5,30.84,-1.3,-3.3,3.54682957
8/22/2010,15.27,0,0,0,0,988.9,31.84,-1.5,-3.8,4.085339643
8/23/2010,16.9,0,0,0,0,989.2,26.44,-1.2,-3.2,3.417601498
8/23/2010,15.77,0,0,0,0,990.8,19.54,-1.9,-3,3.551056181
8/23/2010,14.8,0,0,0,0,990.6,15.34,-2,-2.4,3.12409987
8/23/2010,15.53,0,0,0,0,989.9,15.94,-1.7,-2.7,3.190611227
8/23/2010,14.43,0,0,0,0,989.7,14.74,-1.4,-2.5,2.865309756
8/23/2010,14.65,0,0,0,0,990.4,14.94,-1.3,-2.2,2.555386468
8/23/2010,16.56,0,1,0,0,990.5,23.44,-1.8,-1.7,2.475883681
8/23/2010,14.79,0,0,0,0,987.5,30.74,-1.4,-2.4,2.778488798
8/24/2010,16.56,0,0,0,0,987.6,25.54,-1.9,-2.1,2.831960452
8/24/2010,16.34,0,0,0,0,988.7,20.24,-2.3,-1.9,2.983286778
8/24/2010,17.16,0,0,0,0,988.7,17.94,-2.3,-1.1,2.549509757
8/24/2010,17.22,0,0,0,0,987.8,18.04,-2.8,-0.8,2.912043956
8/24/2010,16.25,0,0,0,0,987.8,16.74,-2.3,-0.1,2.302172887
8/24/2010,16.06,0,0,0,0,989.4,17.14,-1.7,-1.3,2.140093456
8/24/2010,17.56,20,0,0,0,988.6,25.64,-1.3,-0.5,1.392838828
8/24/2010,17.24,8,0,0,0,987.8,30.74,-0.6,-1.1,1.252996409
8/24/2010,16.54,98,0,0,0,985.9,30.34,0.7,-2.5,2.596150997
8/25/2010,17.86,98,0,0,0,985.7,26.14,0.6,-2.6,2.668332813
8/25/2010,17.71,65,9,2,0,987.5,21.24,0.4,-2.8,2.828427125
8/25/2010,17.66,57,1,34,0,987.4,18.94,0.4,-2.7,2.729468813
8/25/2010,18.05,56,2,0,0,989,19.74,1.1,-3,3.195309062
8/25/2010,14.62,75,2,2,0,989.4,19.44,0,-4,4
8/25/2010,8.61,0,0,0,0,991.8,22.24,0.6,-4,4.044749683
8/25/2010,7.94,0,0,0,0,991.7,26.44,0.8,-4.6,4.669047012
8/25/2010,8.85,0,0,0,0,990.4,27.04,1,-4.9,5.0009999
8/26/2010,10.58,0,0,0,0,990.8,22.04,0.9,-3.1,3.228002478
8/26/2010,10.26,0,0,0,0,992.4,16.74,1,-2.8,2.973213749
8/26/2010,11.1,0,0,0,0,993.1,14.74,-0.3,-3.3,3.313608305
8/26/2010,10.81,0,0,0,0,992.8,14.04,-0.4,-2.8,2.828427125
8/26/2010,10.77,0,0,0,0,993.5,11.84,-1.2,-2.1,2.418677324
8/26/2010,10.29,0,0,0,0,994.6,11.94,-1.1,-2.2,2.459674775
8/26/2010,12.1,0,0,0,0,995.3,20.94,-1.9,-1.1,2.19544984
8/26/2010,11.34,0,0,0,0,994.8,25.84,-1.4,-1.5,2.051828453
8/26/2010,9.83,0,0,0,0,992.7,26.44,-1.5,-2.1,2.58069758
8/27/2010,9.83,0,0,0,0,992.5,21.04,-2.2,-1.5,2.662705391
8/27/2010,5.27,0,0,0,0,993.4,15.24,-2.9,-0.1,2.901723626
8/27/2010,4.12,0,0,0,0,993.7,12.64,-2.5,0.5,2.549509757
8/27/2010,9.02,0,0,0,0,993.1,13.64,-2.1,0.8,2.247220505
8/27/2010,7.83,0,0,0,0,993.1,11.94,-1.5,1.4,2.051828453
8/27/2010,7.88,0,0,0,0,993.5,13.04,-1.1,1.4,1.780449381
8/27/2010,10.15,0,0,0,0,993.8,23.24,-0.9,1.1,1.42126704
8/27/2010,11.61,0,0,0,0,993.2,29.54,-0.8,0.8,1.13137085
8/27/2010,11.33,0,0,0,0,990.8,29.94,-0.9,0.7,1.140175425
8/28/2010,12.15,0,0,0,0,990.4,22.34,-1.5,0.9,1.749285568
8/28/2010,8.13,0,0,0,0,991.4,18.74,-2.2,1.6,2.720294102
8/28/2010,6.35,0,0,0,0,992.2,16.24,-1.8,2,2.690724809
8/28/2010,6.53,0,0,0,0,991.6,15.34,-1.9,1.9,2.687005769
8/28/2010,6.44,0,0,0,0,991.7,13.14,-1.8,1.6,2.408318916
8/28/2010,7.38,0,0,0,0,992.4,13.64,-1.9,1.9,2.687005769
8/28/2010,10.76,0,0,0,0,992.7,23.74,-1.4,2.2,2.607680962
8/28/2010,10.04,0,0,0,0,991.7,30.44,-0.3,3.1,3.1144823
8/28/2010,11.08,0,0,0,0,989.1,32.14,0.4,2.6,2.630589288
8/29/2010,14.07,0,0,0,0,988.6,24.24,-0.5,1.6,1.676305461
8/29/2010,12.26,0,0,0,0,990,21.94,-1,2.6,2.785677655
8/29/2010,12.53,0,0,0,0,990.6,20.14,-0.5,2.3,2.353720459
8/29/2010,15.5,0,31,0,0,990.4,22.54,-1.1,2.5,2.731300057
8/29/2010,16.24,0,22,0,0,991.1,21.04,-0.4,2.8,2.828427125
8/29/2010,15.8,0,0,0,0,992.6,20.14,-0.7,3,3.08058436
8/29/2010,17.68,0,0,0,0,993.4,28.34,-0.4,3.1,3.125699922
8/29/2010,16.29,0,0,0,0,992.5,33.54,-0.6,4.5,4.539823785
8/29/2010,15.29,0,0,0,0,990.3,34.24,-0.8,4.7,4.767598976
8/30/2010,15.87,0,2,0,0,990.4,29.14,-1.3,3,3.269556545
8/30/2010,15.22,0,0,0,0,992.6,25.04,0.2,3.7,3.705401463
8/30/2010,18.17,0,0,0,0,993.4,22.24,0.6,3.3,3.354101966
8/30/2010,16.42,9,0,6,0,994.2,20.94,0.4,2.8,2.828427125
8/30/2010,16.51,0,0,0,0,994.6,19.04,-0.6,2.9,2.961418579
8/30/2010,16.66,0,4,0,0,995.1,19.54,-0.8,2.6,2.720294102
8/30/2010,17.72,0,5,4,0,995.2,27.34,-1.2,4.4,4.5607017
8/30/2010,18.51,0,45,0,0.02,994.2,30.04,-0.3,5.5,5.508175742
8/30/2010,18.88,0,46,0,0.1,991.7,31.24,1,5.2,5.295280918
8/31/2010,19.54,0,58,0,0,991.2,28.54,1,3.2,3.352610923
8/31/2010,19.97,0,2,0,0,992.1,24.34,1,3.1,3.257299495
8/31/2010,20.19,0,0,0,0,992.1,22.44,0.8,3.1,3.201562119
8/31/2010,18.2,0,0,0,0,992.5,22.14,0.3,2.8,2.816025568
8/31/2010,17.92,0,0,0,0,992.3,20.84,0.4,2.8,2.828427125
8/31/2010,18.11,0,0,0,0,993,20.74,0.3,2.6,2.617250466
8/31/2010,19.47,0,0,0,0,992.4,28.34,0.3,4.7,4.709564736
8/31/2010,16.28,0,0,0,0,991.4,32.44,0.6,5.3,5.333854141
8/31/2010,14.43,0,0,0,0,988.8,33.24,0.9,5.3,5.375872022
9/1/2010,16.07,0,0,0,0,987.8,28.44,0.1,3.4,3.40147027
9/1/2010,15.42,0,0,0,0,988.8,24.24,0.3,3.5,3.512833614
9/1/2010,15.17,0,0,0,0,988.4,22.74,0.2,3.4,3.405877273
9/1/2010,20.74,91,0,0,0,987.8,22.54,0,3.4,3.4
9/1/2010,20.26,81,65,58,0.96,987.6,21.84,0.6,3.8,3.847076812
9/1/2010,20.05,89,39,76,4.13,988.2,20.74,1.6,2.8,3.224903099
9/1/2010,21.07,94,6,25,0,987.7,25.04,1.6,3.3,3.667424164
9/1/2010,21.97,90,18,5,0.53,987.2,28.24,2.8,2.6,3.820994635
9/1/2010,21.78,96,4,27,0.81,985.8,28.84,2.6,1.9,3.220248438
9/2/2010,22.99,100,0,73,1.19,985.8,24.24,0.9,-1.1,1.42126704
9/2/2010,21.86,100,7,87,0.8,986.5,22.54,-1.1,-0.4,1.170469991
9/2/2010,21.83,98,13,81,2.41,985.2,22.44,-0.3,2,2.022374842
9/2/2010,21.65,98,86,84,0,986.7,22.24,1.1,3.2,3.383784863
9/2/2010,20.71,99,99,98,11.31,986.2,21.44,0.2,2.9,2.906888371
9/2/2010,20.71,99,55,88,4.92,985.9,21.24,-0.6,3.1,3.157530681
9/2/2010,22.26,99,1,46,1.96,985.7,23.84,0.7,4.3,4.356604182
9/2/2010,21.21,99,1,2,1.09,985.4,26.34,1.7,4.8,5.092150823
9/2/2010,20.71,96,0,1,0,983.5,29.04,2.7,4.4,5.1623638
9/3/2010,20.53,87,0,0,0.29,983.3,22.84,2.8,3.1,4.177319715
9/3/2010,20.95,99,0,60,0.15,981.4,21.74,3.8,0.5,3.832753579
9/3/2010,19.04,99,32,23,0,984.2,19.74,2.6,-2.9,3.894868419
9/3/2010,16.93,68,83,19,0,985,17.64,3.3,-2.2,3.966106403
9/3/2010,11.34,31,0,0,0,987.1,18.34,4.3,-3.4,5.481788029
9/3/2010,11.01,0,11,0,0.04,985.9,21.54,6.1,-1.9,6.389053138
9/4/2010,11.66,0,1,0,0,986.6,17.54,4,-0.8,4.079215611
9/4/2010,9.14,0,31,0,0,988.4,16.14,2.8,-2.7,3.889730068
9/4/2010,6.91,0,1,0,0,989.1,11.74,2.5,-2.3,3.39705755
9/4/2010,8.46,0,0,0,0,988.6,10.04,3.2,-1.3,3.453983208
9/4/2010,7.89,0,0,0,0,990.1,8.94,3,-1.6,3.4
9/4/2010,6.19,0,0,0,0,991,15.54,3.4,-2.9,4.468780594
9/4/2010,7.77,0,0,0,0,990.3,19.44,4.8,-1.9,5.1623638
9/4/2010,8.48,0,0,0,0,988.2,20.34,4.9,-1.4,5.096076922
9/5/2010,9.99,0,0,0,0,988.2,15.64,3,-0.3,3.014962686
9/5/2010,9.45,0,0,0,0,989.2,11.24,2.4,-0.3,2.418677324
9/5/2010,8.6,0,0,0,0,989.4,9.54,1.8,-0.6,1.897366596
9/5/2010,9.2,0,0,0,0,989.4,10.04,2.1,-0.2,2.109502311
9/5/2010,7.38,0,0,0,0,989.3,8.24,1.5,-0.3,1.529705854
9/5/2010,7.89,0,0,0,0,989.6,9.04,0.9,0.7,1.140175425
9/5/2010,10.07,0,0,0,0,989.9,18.94,0.3,2.2,2.220360331
9/5/2010,10.4,0,0,0,0,988.6,23.54,0.5,3.1,3.140063694
9/5/2010,11.1,0,0,0,0,986.2,24.94,1,3.5,3.640054945
9/6/2010,11.86,38,0,0,0,985.4,19.84,-0.6,3.2,3.255764119
9/6/2010,9.08,27,0,0,0,986.4,16.94,-0.3,3.5,3.512833614
9/6/2010,10.32,97,0,52,0.28,986.7,14.94,-0.1,3.7,3.701351105
9/6/2010,8.13,96,0,0,0,987.4,15.64,-0.4,3.4,3.423448554
9/6/2010,7.7,63,0,1,0,987.4,13.64,-0.9,3.5,3.6138622
9/6/2010,7.23,53,0,3,0,988,12.94,-0.5,4,4.031128874
9/6/2010,8.89,73,0,1,0,987.2,20.84,-0.3,6.3,6.307138812
9/6/2010,8.93,15,0,1,0,986.1,27.44,0.7,6.6,6.637017402
9/6/2010,9.13,1,0,0,0,983.5,28.84,0.7,7.1,7.134423593
9/7/2010,10.67,1,0,0,0,983.3,23.44,0.2,5,5.003998401
9/7/2010,9.87,13,0,0,0,985.3,21.54,1,5.1,5.197114584
9/7/2010,12.08,85,0,0,0,985.3,21.14,1.5,5.2,5.412023651
9/7/2010,10.11,24,0,0,0,986.3,20.44,1.6,5.2,5.440588203
9/7/2010,11.37,42,0,0,0,986.8,19.64,3.2,3.4,4.669047012
9/7/2010,14.33,96,0,0,0,988.3,17.84,3.3,0.7,3.373425559
9/7/2010,14.22,30,0,0,1.22,989.8,19.04,3.8,1,3.929376541
9/7/2010,6.94,0,0,0,0.03,989.5,25.24,5.8,1.3,5.943904441
9/7/2010,8.85,0,0,0,0,988.5,25.14,6.2,1,6.280127387
9/8/2010,12.31,0,0,0,0,989.6,19.44,3.5,-0.2,3.505709629
9/8/2010,11.14,0,0,0,0,991.3,15.14,2.7,-1.4,3.041381265
9/8/2010,10.16,0,0,0,0,991.1,12.84,2.2,-1.8,2.842534081
9/8/2010,10.28,0,0,0,0,991.3,12.54,2.3,-1.6,2.801785145
9/8/2010,9.6,0,0,0,0,991.6,10.84,1.9,-1.7,2.549509757
9/8/2010,8.98,0,0,0,0,993.2,10.24,1.1,-1.6,1.941648784
9/8/2010,10.11,0,0,0,0,993.9,19.14,1.1,-1,1.486606875
9/8/2010,9.25,16,0,0,0,992.9,23.14,2.4,-1.3,2.729468813
9/8/2010,10.04,39,0,0,0,991.2,23.84,2.9,-1.8,3.413209633
9/9/2010,11.25,99,0,0,0,990.4,17.24,1.3,-1.7,2.140093456
9/9/2010,10.02,99,0,0,0,991.3,14.74,-0.4,-2.3,2.334523506
9/9/2010,9.9,98,0,0,0,990.9,11.94,-1.3,-1.3,1.838477631
9/9/2010,9.06,99,0,0,0,990.9,13.64,-1.7,-1.6,2.334523506
9/9/2010,9.22,62,0,0,0,990.6,11.54,-2.4,-1.1,2.640075756
9/9/2010,8.91,98,0,0,0,991.3,11.64,-2.1,0.1,2.102379604
9/9/2010,10.14,99,0,0,0,991.8,17.34,-2.2,0.3,2.220360331
9/9/2010,9.93,99,0,0,0,990.6,22.44,-2.3,0.5,2.353720459
9/9/2010,10.47,99,0,0,0,988.1,23.84,-1.7,0.8,1.878829423
9/10/2010,10.67,97,0,0,0,987.1,18.24,-2.7,-0.2,2.707397274
9/10/2010,9.49,50,0,0,0,987.9,14.94,-3.3,-0.6,3.354101966
9/10/2010,9.79,0,0,0,0,987.4,12.44,-3.6,-0.8,3.687817783
9/10/2010,8.92,100,0,2,0,986.8,14.54,-3.5,-0.6,3.551056181
9/10/2010,8.51,97,0,30,0,986.3,13.64,-3.3,-0.2,3.306055051
9/10/2010,8.94,91,4,86,0,986.6,12.74,-3.2,0.7,3.275667871
9/10/2010,10.45,3,6,6,0,987,17.74,-4.1,2.1,4.606517123
9/10/2010,12.38,1,2,0,0,985.8,21.54,-4.1,2.3,4.701063709
9/10/2010,13.1,0,11,0,0,984.3,21.64,-3.8,2.9,4.780167361
9/11/2010,12.49,8,5,0,0,984.5,16.84,-2.7,1.8,3.244996148
9/11/2010,11.15,13,1,0,0,984.4,13.44,-2.7,1.3,2.996664813
9/11/2010,13.38,34,2,0,0,984.3,14.24,-2,2,2.828427125
9/11/2010,11.16,47,1,0,0,984.4,12.84,-2,1.2,2.332380758
9/11/2010,14.61,96,33,10,2.48,984.2,15.04,-0.6,2.1,2.184032967
9/11/2010,15.12,100,55,98,10.31,983,15.34,-1.9,1.6,2.48394847
9/11/2010,17.12,62,32,67,0.87,984,17.94,-0.3,1.6,1.62788206
9/11/2010,18.53,0,78,53,0.37,984.7,19.64,2.1,0.8,2.247220505
9/11/2010,19.73,0,93,1,0.24,983.6,22.54,2.9,-1.5,3.264965543
9/12/2010,15.34,0,10,0,0,987.4,17.04,2.8,-2.5,3.753664876
9/12/2010,11.31,0,0,0,0,988.6,13.84,2.1,-2.7,3.420526275
9/12/2010,11.73,0,0,0,0,988.7,13.74,2.2,-2.3,3.182766093
9/12/2010,10.85,0,0,0,0,989.6,11.94,1.8,-2,2.690724809
9/12/2010,10.22,0,0,0,0,991.4,11.64,1.9,-1.2,2.247220505
9/12/2010,12.14,0,0,0,0,992.6,20.04,2.1,0.2,2.109502311
9/12/2010,10.41,0,0,0,0,992.5,25.54,3.5,-0.1,3.50142828
9/12/2010,11.32,0,0,0,0,990.1,26.14,4,0.1,4.001249805
9/13/2010,13.5,0,0,0,0,990.1,19.54,2.9,0.5,2.942787794
9/13/2010,13.2,0,0,0,0,990.9,16.64,2.8,1.1,3.008321791
9/13/2010,12.99,0,0,0,0,991,15.84,2.9,1.1,3.101612484
9/13/2010,11.54,0,0,0,0,990.8,15.74,3.1,1.6,3.488552709
9/13/2010,11.03,4,0,0,0,990.4,14.84,3.1,1,3.257299495
9/13/2010,10.78,6,0,0,0,990.9,14.14,2.8,0.3,2.816025568
9/13/2010,12.67,27,3,0,0,991.4,21.24,3.1,0.5,3.140063694
9/13/2010,12.63,11,3,0,0,990.8,26.74,3.6,0.3,3.612478374
9/13/2010,12.62,0,1,0,0,988.8,27.84,4.2,-0.1,4.201190308
9/14/2010,15.01,40,0,0,0,990,18.34,2.2,-0.6,2.28035085
9/14/2010,15.66,78,0,0,0,989.8,16.84,1.3,-0.9,1.58113883
9/14/2010,15.49,95,0,0,0,990.5,17.34,-1.3,-1.9,2.302172887
9/14/2010,13.2,88,0,0,0,991,15.14,-2.4,-0.9,2.563201124
9/14/2010,12.14,82,0,0,0.04,991.9,14.34,-2,-0.1,2.002498439
9/14/2010,14.55,43,0,9,0.02,992.1,20.94,-1.6,1.5,2.19317122
9/14/2010,16.84,1,0,3,0.08,991.3,28.34,0.5,1.4,1.486606875
9/14/2010,15.63,12,0,0,0,989,28.94,2.4,0.2,2.408318916
9/15/2010,18.1,0,0,0,0,989.3,20.24,0.7,-1.4,1.565247584
9/15/2010,16.59,0,0,0,0,991.1,18.94,-2,-1.8,2.690724809
9/15/2010,10.91,0,0,0,0,990.9,15.74,-2.9,-0.7,2.983286778
9/15/2010,15.55,48,0,0,0,990.9,16.84,-2.8,-0.9,2.941088234
